Discipline,Main Topic,Subtopics
Legislação Federal,270. Decreto nº 7.053 de 2009 - Política Nacional para a População em Situação de Rua,
Legislação Federal,271. Lei nº 11.804 de 2008 - Dispõe sobre Alimentos Gravídicos,
Legislação Federal,272. Lei nº 12.318 de 2008 - Dispõe sobre Alienação Parental,
Legislação Federal,273. Lei nº 12.618 de 2012 - Cria a Fundação de Previdência Complementar do Servidor Público Federal (Funpresp),
Legislação Federal,"274. Decreto nº 4.136 de 2002 - Especificação das Sanções Aplicáveis às Infrações às Regras de Prevenção, Controle e Fiscalização da Poluição Causada por Lançamento de Óleo e outras Substâncias Nocivas ou Perigosas em Águas sob Jurisdição Nacional",
Legislação Federal,275. Lei nº 12.101 de 2009 - Dispõe sobre a Certificação das Entidades Beneficentes de Assistência Social,
Legislação Federal,"276. Decreto nº 9.507 de 2018 - Dispõe sobre a Execução Indireta, Mediante Contratação, de Serviços da Administração Pública Federal Direta, Autárquica e Fundacional e das Empresas Públicas e das Sociedades de Economia Mista Controladas pela União",
Legislação Federal,277. Lei nº 10.831 de 2003 - Dispõe Sobre a Agricultura Orgânica e Decreto nº 6.323 de 2007,
Legislação Federal,278. Lei n° 9.796 de 1999 - Compensação Financeira entre o RGPS e os Regimes de Previdência dos Servidores,
Legislação Federal,279. Lei nº 10.962 de 2004 - Dispõe sobre a Oferta e as Formas de Afixação de Preços de Produtos e Serviços para o Consumidor,
Legislação Federal,280. Lei nº 12.468 de 2011 - Regula a Profissão de Taxista,
Legislação Federal,281. Decreto nº 6.017 de 2007 - Regulamenta a Lei nº 11.107 de 2005 que Dispõe sobre Normas Gerais de Contratação de Consórcios Públicos,
Legislação Federal,282. Lei nº 13.640 de 2018 - Altera a Lei nº 15.587 de 2012 para Regulamentar o Transporte Remunerado Privado Individual de Passageiros,
Legislação Federal,283. Lei nº 13.465 de 2017 -  Regularização Fundiária Urbana,
Legislação Federal,"284. Lei nº 9.972 de 2000 - Institui a Classificação de Produtos Vegetais, Subprodutos e Resíduos de Valor Econômico",
Legislação Federal,285. Lei nº 9.973 de 2000 - Dispõe sobre o Sistema de Armazenagem dos Produtos Agropecuários,
Legislação Federal,286. Lei nº 13.123 de 2015 - Dispõe sobre o Acesso ao Patrimônio Genético,
Legislação Federal,287. Decreto nº 24.114 de 1934 - Aprova o Regulamento da Defesa Sanitária Vegetal,
Legislação Federal,288. Decreto nº 4.307 de 2002 - Regulamento da Lei de Remuneração dos Militares das Forças Armadas,
Legislação Federal,289. Lei nº 10.028 de 2000 - Infrações Administrativa Contra as Leis de Finanças Públicas,
Legislação Federal,"290. Decreto nº 1.590 de 1995 - Jornada de trabalho dos Servidores da Administração Pública Federal Direta, das Autarquias e das Fundações Públicas Federais",
Legislação Federal,291. Política de Desenvolvimento Produtivo - PDP,
Legislação Federal,"292. Lei nº 10.180 de 2001 - Organiza e Disciplina os Sistemas de Planejamento e de Orçamento Federal, de Administração Financeira Federal, de Contabilidade Federal e de Controle Interno do Poder Executivo Federal, e dá outras providências",
Legislação Federal,293. Normas da Secretaria de Assuntos Internacionais – SAIN,
Legislação Federal,294. Comissão de Financiamentos Externos - COFIEX,
Legislação Federal,295. Normas da Secretaria de Recursos Humanos - SRH,
Legislação Federal,296. Empresa Brasileira de Pesquisa e Agropecuária - EMBRAPA,
Legislação Federal,297. Conhecimentos Técnicos Específicos sobre o IBGE,
Legislação Federal,298. Código de Ética do IBGE,
Legislação Federal,299. Decreto-lei 538 de 1969 - Regime jurídico do pessoal da Empresa Brasileira de Correios e Telégrafos - ECT,
Legislação Federal,300. Serviço Federal de Processamento de Dados - SERPRO,"300.1 Legislação SERPRO, 300.2 Decreto nº 6.791 de 2009 - Estatuto Social do Serviço Federal de Processamento de Dados - SERPRO"
Legislação Federal,301. Serviço Brasileiro de Apoio às Micro e Pequenas Empresas - SEBRAE,"301.1 Estatuto do SEBRAE, 301.2 Mapa Estratégico do SEBRAE, 301.3 Regulamento de Licitações e Contratos do Sistema SEBRAE"
Legislação Federal,"302. Decreto n° 6.523 de 2008 - Regulamenta a Lei nº 8.078, para Fixar Normas Gerais Sobre o Serviço de Atendimento ao Consumidor - SAC (Revogado)",
Legislação Federal,303. Lei nº 13.722 de 2018 - Torna Obrigatória a Capacitação em Noções Básicas de Primeiros Socorros de Professores e Funcionários de Estabelecimentos de Ensino Públicos e Privados de Educação Básica e de Estabelecimentos de Recreação Infantil,
Legislação Federal,304. Legislação de Universidades e Institutos Federais,
Legislação Federal,305. Legislação da Câmara dos Deputados,
Legislação Federal,"306. Decreto nº 8.373 de 2014 - Sistema de Escrituração Digital das Obrigações Fiscais, Previdenciárias e Trabalhistas (eSocial)",
Legislação Federal,307. Decreto nº 6.135 de 20 de Junho de 2007 - Dispõe sobre o Cadastro Único para Programas Sociais do Governo Federal (CadÚnico),
Legislação Federal,"308. Lei nº 10.205 de 2001 - Regulamenta o § 4o do art. 199 da Constituição Federal, Relativo à Coleta, Processamento, Estocagem, Distribuição e Aplicação do Sangue, seus Componentes e Derivados, Estabelece o Ordenamento Institucional Indispensável à Execução",
Legislação Federal,309. Decreto nº 6.096 de 2007 - Institui o Programa de Apoio a Planos de Reestruturação e Expansão das Universidades Federais - REUNI,
Legislação Federal,310. Lei nº 12.871 de 2013 - Institui o Programa Mais Médicos,
Legislação Federal,311. Decreto nº 7.962 de 2013 - Regulamenta a Lei nº 8.078 de 1990 para Dispor Sobre a Contratação no Comércio Eletrônico,
Legislação Federal,"312. Lei nº 8.730 de 1993 - Obrigatoriedade da Declaração de Bens e Rendas para o Exercício de Cargos, Empregos e Funções nos Poderes Executivo, Legislativo e Judiciário",
Legislação Federal,313. Lei nº 9.801 de 1999 - Normas Gerais para Perda de Cargo Público por Excesso de Despesa,
Legislação Federal,"314. Lei nº 11.909 de 2009 - Transporte, Tratamento, Processamento, Estocagem, Liquefação, Regaseificação e Comercialização de Gás Natural",
Legislação Federal,315. Lei nº 10.887 de 2004,
Legislação Federal,316. Portarias e Instruções Normativas da Secretaria Nacional de Renda de Cidadania/Ministério do Desenvolvimento Social e Combate à Fome,
Legislação Federal,317. Plano de Ação do Ministério da Ciência e Tecnologia - MCT,
Legislação Federal,318. Decreto nº 100 de 1991 - Institui a Fundação Nacional de Saúde e Legislação Específica da FUNASA,
Legislação Federal,319. Código de Ética do Banco da Amazônia e Legislação Específica,
Legislação Federal,320. Lei nº 9.266 de 1996 - Carreira Policial Federal,
Legislação Federal,321. Lei nº 10.637 de 2002 -  Não-cumulatividade PIS e PASEP; Pagamento e Parcelamento de Débitos Tributários Federais; Compensação de Créditos Fiscais; Declaração de Inaptidão de Inscrição de Pessoas Jurídicas,
Legislação Federal,322. Lei nº 10.833 de  2003 - Legislação Tributária Federal,
Legislação Federal,323. Lei nº 6.088 de 1974 - Criação da Companhia de Desenvolvimento do Vale do São Francisco (CODEVASF),
Legislação Federal,324. Lei nº 9.954 de 2000 - Razão Social da Companhia de Desenvolvimento do Vale do São Francisco (CODEVASF),
Legislação Federal,325. Decreto nº 3.604 de 2000 e Decreto nº 8.258 de 2014 - Estatuto Social da Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba (CODEVASF) e Legislação Específica,
Legislação Federal,326. Estatuto Social do Banco do Brasil,
Legislação Federal,327. Lei nº 3.890-A de 1961 - Autoriza a União a Constituir a Empresa Centrais Elétricas Brasileiras S. A. (ELETROBRÁS) e Legislação Específica,
Legislação Federal,"328. Resolução nº 046 de 2012 - Regimento Geral do Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco",
Legislação Federal,"329. Lei nº 13.341 de 2016 - Altera as Leis nº 10.683 de 2003 e 11.890 de 2008, e revoga a Medida Provisória nº 717 de 2016",
Legislação Federal,330. Estatuto do Instituto Federal de Educação do Estado do Piauí,
Legislação Federal,331. Lei nº 12.512 de 2011 - Institui o Programa de Apoio à Conservação Ambiental e o Programa de Fomento às Atividades Produtivas,
Legislação Federal,332. Lei nº 11.907 de 2009 - Carreiras da Área Penitenciária Federal,
Legislação Federal,333. Programa Nacional de Educação Fiscal - PNEF,
Legislação Federal,334. Lei nº 3.999 de 1961 - Salário-mínimo dos Médicos e Cirurgiões Dentistas,
Legislação Federal,335. Lei nº 10.972 de 2004 - Autoriza o Poder Executivo a Criar a Empresa Pública Denominada Empresa Brasileira de Hemoderivados e Biotecnologia - HEMOBRAS e Legislação Específica,
Legislação Federal,"336. Lei Complementar nº 129 de 2009 - Institui, na forma do art. 43 da Constituição Federal, a Superintendência do Desenvolvimento do Centro-Oeste - SUDECO",
Legislação Federal,337. Decreto nº 7.748 de 2012 - Estatuto da Fundação Biblioteca Nacional,
Legislação Federal,338. Lei n° 1.649 de 1952 - Banco do Nordeste do Brasil S. A. (BNB) e Legislação Específica,
Legislação Federal,339. Lei nº 7.668 de 1988 - Fundação Cultural Palmares e Legislação Específica,
Legislação Federal,340. Decreto nº 2.745 de 1998 - Regulamento do Procedimento Licitatório Simplificado da Petrobras,
Legislação Federal,341. Lei nº 5.371 de 1967 - Fundação Nacional do Índio (FUNAI) e Legislação Específica,
Legislação Federal,342. Lei nº 8.029 de 1990 - Companhia Nacional de Abastecimento (CONAB) e Legislação Específica,
Legislação Federal,343. Decreto nº 8.894 de 2016 - Estrutura Regimental e o Quadro Demonstrativo dos Cargos em Comissão e das Funções de Confiança do Ministério do Trabalho,
Legislação Federal,"344. Lei nº 9.873 de 1999 - Prazo de Prescrição para o Exercício de Ação Punitiva pela Administração Pública Federal, Direta e Indireta",
Legislação Federal,"345. Lei nº 6.838 de 1980 - Prazo Prescricional para a Punibilidade de Profissional Liberal, por Falta Sujeita a Processo Disciplinar, a ser Aplicada por Órgão Competente",
Legislação Federal,346. Lei nº 9.456 de 1997 - Lei de Proteção de Cultivares,
Legislação Federal,347. Lei nº 12.984 de 2014 - Crime de Discriminação Contra Portadores de HIV,
Legislação Federal,348. Lei nº 11.516 de 2007 - ICMBio,
Legislação Federal,349. Lei nº 6.125 de 1974 - Lei de Autorização do DATAPREV e Legislação Específica,
Legislação Federal,350. Decreto nº 1.808 de 1996 - Estatuto da Financiadora de Estudos e Projetos (FINEP) e Legislação Específica,
Legislação Federal,351. Lei nº 9.431 de 1997 - Programa de Controle de Infecções Hospitalares,
Legislação Federal,352. Lei nº 10.778 de 2003 - Notificação Compulsória nos Casos de Violência Contra a Mulher,
Legislação Federal,353. Lei nº 5.741 de 1971 - Proteção do Financiamento de Bens Imóveis Vinculados ao Sistema Financeiro da Habitação,
Legislação Federal,354. Lei nº 11.326 de 2006 - Política Nacional da Agricultura Familiar e Empreendimentos Familiares Rurais,
Legislação Federal,"355. Decreto nº 9.203 de 2017 - Política de Governança da Administração Pública Federal Direta, Autárquica e Fundacional",
Legislação Federal,356. Lei nº 12.933  de 2013 - Pagamento de Meia-entrada em Espetáculos Artístico-culturais e Esportivos,
Legislação Federal,357. Decreto nº 9.013 de 2017 e Lei nº 1.283 de 1950 - Inspeção Industrial e Sanitária de Produtos de Origem Animal,
Legislação Federal,"358. Lei nº 9.294 de 1996 - Restrições ao Uso e à Propaganda de Produtos Fumígeros, Bebidas Alcoólicas, Medicamentos, Terapias e Defensivos Agrícolas",
Legislação Federal,359. Resoluções do Conselho Nacional de Política Criminal e Penitenciária,
Legislação Federal,360. Código de Ética e Disciplina dos Representantes Comerciais,
Legislação Federal,361. Decreto nº 9.761 de 2019 - Política Nacional sobre Drogas e Decreto nº 4.345 de 2002 (Revogado),
Legislação Federal,362. Decreto nº 8.127 de 2013 - Plano Nacional de Contingência para Incidentes de Poluição por Óleo em Águas sob Jurisdição Nacional,
Legislação Federal,363. Lei nº 11.959 de 2009 - Política Nacional de Desenvolvimento Sustentável da Aquicultura e da Pesca,
Legislação Federal,364. Lei nº 11.646 de 2008 - Estende o Benefício Fiscal às Doações e Patrocínios Destinados à Construção de Salas de Cinema em Municípios com Menos de 100.000 habitantes,
Legislação Federal,365. Decreto nº 5.153 de 2004 - Sistema Nacional de Sementes e Mudas - SNSM,
Legislação Federal,366. Lei nº 7.102 de 1983 - Segurança para Estabelecimentos Financeiros,
Legislação Federal,367. Decreto nº 6.040 de 2007 - Política Nacional de Desenvolvimento Sustentável dos Povos e Comunidades Tradicionais,
Legislação Federal,368. Código de Ética da Associação Brasileira de Ouvidores/Ombudsman - ABO,
Legislação Federal,369. Lei nº 10.308 de 2001 - Rejeitos Radioativos,
Legislação Federal,370. Lei nº 11.738 de 2008 - Piso Salarial Nacional Magistério Público,
Legislação Federal,371. Decreto Legislativo nº 179 de 2018 e Legislação da Política Nacional de Defesa – PND,
Legislação Federal,372. Lei nº 11.947 de 2009 - Atendimento da Alimentação Escolar e Programa Dinheiro Direto na Escola aos Alunos da Educação Básica,
Legislação Federal,"373. Lei n.º 11.795, de 2008 - Dispõe sobre o Sistema de Consórcio",
